0|46
64773	90
116553	30
203608	30
211493	90
31889	70
156867	90
157820	90
254631	70
256311	70
278721	90
163612	30
195412	30
260696	30
138322	70
279014	70
99717	70
204695	70
206956	50
255519	50
92575	50
131423	50
289463	50
64052	0
123997	0
206461	90
277915	0
1353	70
114716	70
160158	70
133015	30
141775	30
82129	90
131863	90
167585	70
252834	30
21641	30
186843	30
294808	30
8597	30
174243	30
267251	30
49234	50
185011	50
230796	50
285839	50
100116	90
188768	90
244850	90
14408	90
89345	30
223992	30
286575	30
158796	50
266412	70
144325	70
41118	70
284601	70
113599	70
61547	50
77050	50
241246	70
261087	70
289766	50
47953	70
266541	70
84678	0
125845	0
210466	0
274479	0
122428	90
180427	90
186106	90
83158	70
157576	70
247601	70
22625	70
151926	70
153215	70
101871	70
243020	70
268738	70
272746	70
2|32
279548	90
141075	0
193280	0
211661	0
21658	0
277273	90
150050	90
19065	0
78503	50
189054	90
35779	0
44857	70
91679	0
227135	90
41507	0
218848	30
180983	90
143959	0
294846	0
135354	90
17678	90
160961	0
49094	0
222273	0
195282	0
234107	90
97379	0
167570	0
274135	30
295856	70
158118	70
108019	90
3|437
15951	0
38122	0
91475	0
131453	100
261450	0
270004	0
276208	0
278582	0
123232	0
131564	100
229894	100
231891	0
259770	100
13796	0
15876	0
34084	0
107980	0
141772	0
185584	0
248189	0
261695	0
16374	0
147394	0
56976	0
148913	0
6575	0
77048	0
111874	100
144100	0
171136	0
39718	100
13495	100
31714	100
252707	100
116510	100
56811	100
269227	100
211	0
6219	0
18392	90
61196	0
62696	0
97902	0
101872	0
106227	0
247788	0
266143	0
89158	0
93340	0
96732	0
113233	0
115550	0
150740	0
236939	0
256772	0
256863	0
257260	0
289006	0
20719	0
50106	0
87600	0
140840	0
148157	0
174669	0
179798	0
279246	0
3295	0
10470	0
36506	0
89006	0
159155	0
206195	0
222292	0
229355	0
242097	0
25269	0
26851	0
138809	0
148970	0
18002	0
30979	0
107923	0
152798	0
175503	0
177409	0
282728	0
21037	0
48868	0
87654	0
97995	0
103443	0
113224	0
121932	0
217557	0
237561	0
36024	0
64470	0
89880	0
205018	0
289150	0
250855	0
185213	0
87506	0
92589	10
54215	0
276438	0
270895	0
22935	0
22716	0
47926	0
129095	0
133594	0
134225	0
146570	0
205890	0
214945	0
288091	0
165847	90
253854	0
7507	30
42529	30
45772	30
132084	30
267135	70
92062	0
143295	70
144802	0
230393	0
80171	0
141945	0
184006	0
65328	50
74296	70
267088	0
77309	0
231141	0
290749	0
82468	0
293043	50
153216	0
156799	0
161019	0
92369	50
264532	90
154013	0
186975	0
77117	30
285284	30
29340	50
101243	50
112121	70
116257	30
254625	50
238869	50
11312	0
214975	0
163568	70
265026	100
85449	0
107260	0
113400	0
236431	0
1779	0
64451	70
134929	0
160266	0
192267	0
243829	0
251541	0
271901	0
273577	0
7753	90
59772	90
19138	0
30946	0
189054	0
63374	0
188000	0
213030	0
137084	50
155379	30
22153	0
135306	0
168094	0
4975	0
15922	0
137192	0
289650	0
21357	0
205234	0
230250	0
239961	0
241993	0
272073	0
277114	0
186150	30
64564	0
71091	0
88363	0
284487	0
286476	0
12654	0
37487	0
70822	0
103916	0
141866	0
154468	0
201697	0
225874	0
40999	0
45568	0
54641	0
148550	0
167143	0
257812	0
278925	0
57174	0
106750	0
155089	0
225988	0
228605	0
272648	0
83754	0
242079	0
250097	0
235445	30
170675	0
181909	0
9481	0
172831	0
191918	0
192396	0
247092	0
262193	0
121485	50
67013	70
160121	90
18215	90
51271	0
116167	0
255645	0
99527	30
23460	30
114551	0
123839	0
219052	50
283502	50
1156	50
279679	50
13641	70
51948	0
137283	0
164274	0
212591	0
45504	20
286863	100
31162	60
141005	0
258320	0
151926	0
151976	0
179502	0
191712	0
49793	0
195560	0
49463	0
54921	0
192625	0
204462	0
40847	0
233117	0
15405	0
77834	0
279994	0
107740	0
105180	0
124724	0
165653	0
196345	0
244384	0
260001	0
26631	0
31436	0
38290	0
164292	0
241556	0
93820	0
135566	0
153013	0
192476	0
217060	0
257717	0
95541	0
97158	0
23326	0
30271	0
78860	0
135493	0
173195	0
234891	90
273123	0
151735	0
177028	0
279187	0
19696	0
116597	0
104211	0
77957	0
88933	0
94498	0
194950	0
216947	0
226439	0
75813	0
180673	0
142393	0
227143	0
121897	0
1589	0
9890	0
18727	0
23301	0
69022	0
72371	0
77710	0
105684	0
112039	0
135746	0
141075	0
185975	0
231280	0
256310	0
257019	0
291812	0
223645	90
144835	90
25847	0
281330	0
42050	0
123669	90
117381	0
25866	0
181110	0
193826	0
198519	0
199522	0
243833	0
285717	0
293498	0
24208	0
84512	0
179928	0
196892	0
209791	0
218212	0
1997	90
49094	0
67029	0
128580	0
138965	0
147886	0
149267	0
155264	0
174481	0
198263	0
209370	90
274161	0
287681	0
21072	0
33204	0
41685	0
113360	0
147650	0
149962	0
167250	0
186413	0
202309	0
208198	0
216462	0
259280	0
272784	0
149094	0
161719	0
276500	0
3440	0
18026	0
34385	0
41740	0
48050	0
79336	0
100524	0
121272	0
147014	0
153974	0
158436	0
208272	0
56119	0
69672	90
137047	0
193396	0
248766	0
261161	0
280275	0
9323	0
51372	0
57021	0
78187	0
110654	0
111982	0
112918	0
191118	0
269699	0
13690	0
68043	0
77880	0
104598	0
215817	0
280664	0
12095	90
1842	0
250370	0
216799	90
180868	0
83537	90
275420	0
116806	0
179706	0
161583	0
126760	0
77212	0
64052	0
178994	0
258881	0
229988	0
263882	0
229481	90
139025	90
4|29
11731	80
28342	80
28964	80
54289	80
66595	90
69022	90
77710	90
79500	90
82317	90
113265	90
131552	80
150385	80
152077	90
154852	90
158282	80
172313	80
173467	80
176858	80
181190	90
182111	80
185975	90
218469	80
229481	90
242383	80
243932	80
252215	80
270557	90
273574	90
279989	90
5|59
2663	90
11616	90
36899	90
66595	90
77710	90
92245	90
111944	90
114039	90
138869	90
152077	90
171288	90
206388	90
206862	90
251690	90
286938	90
295381	90
69022	90
155379	90
230358	90
4409	70
65541	70
116400	30
160169	70
278717	70
157148	50
172754	50
229500	70
220131	50
151561	70
267581	50
50628	70
196955	30
68153	90
181236	90
186022	50
55250	70
135013	50
49940	50
112848	50
132234	50
149153	50
215911	50
293832	50
84104	50
107671	50
40421	70
38237	70
219924	90
235428	90
213892	70
9812	70
126581	50
103717	50
290923	70
125214	50
206458	50
53621	90
206777	90
191351	90
6|78
11731	80
17453	80
18727	90
22935	90
33722	80
34486	80
36688	90
45979	90
51948	90
68667	80
77309	90
79758	90
79867	90
83754	90
113759	90
114043	80
131552	80
132285	90
141866	90
142072	80
150385	80
151565	90
176213	90
176858	80
180868	90
183223	90
189015	90
189272	90
191782	90
191898	90
199606	80
236794	90
243932	80
245257	90
246436	80
255765	90
256645	80
273577	90
279989	90
287417	90
65203	0
198712	0
203676	0
206527	0
94845	0
147606	0
280256	0
49867	0
89185	0
215519	0
92649	0
2454	0
195706	0
241947	0
440	0
61547	0
166141	0
191351	0
3301	100
37921	0
1429	0
63244	0
33959	0
70162	0
83688	0
266376	0
15876	0
231141	0
192178	0
198430	0
75469	0
189966	0
198789	0
103492	0
96360	0
285002	0
7845	0
142393	0
7|27
3091	90
22935	90
33269	90
34486	80
48066	90
61547	90
89183	90
105364	90
118736	90
141075	90
144732	90
161583	90
166141	90
176858	80
178205	90
180868	90
189272	90
199606	80
212235	90
214765	80
236794	90
257965	90
266032	90
273577	90
276506	90
91211	30
27059	100
8|64
177929	50
130932	90
233685	90
258848	90
249969	90
3091	90
9239	80
11828	90
18727	90
22935	90
23301	90
33269	90
43516	90
46490	90
61215	80
64811	90
69022	90
70201	90
77710	90
78745	90
82317	90
83633	90
88548	90
92597	90
98399	90
102299	90
104396	90
112039	90
113265	90
116806	90
117505	80
131552	80
131753	90
137566	90
141075	90
147606	90
147886	80
152077	90
158282	80
173467	80
178994	90
181190	90
185975	90
191782	90
197867	90
199204	90
210805	90
211661	90
229481	90
236546	90
250370	90
251727	90
267421	90
269853	90
270557	90
271297	90
273574	90
275420	90
278749	90
279988	90
281785	90
284222	90
229988	90
182642	90
9|3226
61371	30
79934	30
22766	50
161673	30
294690	30
52340	70
65494	70
74857	70
125543	70
201281	70
241981	50
2686	30
141866	30
181239	30
198803	50
240594	30
48703	70
65523	50
83729	70
152523	30
267359	70
123631	30
13020	70
83344	70
99218	50
113905	30
126031	30
151915	70
163897	30
15616	30
96578	30
115009	30
140285	30
188168	30
254013	30
31476	50
53459	50
54952	30
175375	50
222461	50
227957	50
84497	50
143453	70
169786	50
177453	30
233574	30
156230	50
19306	50
39327	30
115206	30
119713	90
141835	30
260251	90
158133	90
170225	70
285499	50
8857	50
154585	70
181609	90
55638	30
200354	50
241552	50
255089	30
293278	30
61268	50
187014	70
210767	50
268077	50
268401	50
20186	90
56556	50
76997	30
90971	30
106659	30
264637	30
145573	90
243208	50
33104	30
98630	30
134831	30
142360	30
142946	30
187518	50
206682	30
231712	30
232453	30
257633	30
29062	30
200524	30
210044	30
221507	30
287497	70
19271	30
119468	30
216329	30
14276	70
58299	50
85598	30
103515	30
113084	30
234371	50
53920	50
104188	30
233375	90
14746	30
45033	30
93790	70
288404	90
58612	50
289194	30
165792	30
29348	30
112929	30
95312	90
175894	90
183837	90
107776	90
183570	90
208913	90
295735	90
80725	90
156088	90
35076	30
42359	90
103399	90
198770	90
217794	70
24631	90
18595	90
254236	90
1296	90
170680	90
237820	90
150048	90
236794	90
91072	70
175882	90
169568	90
248225	90
74464	90
63739	90
273366	90
248709	90
166619	70
145054	30
164411	90
49493	90
191530	90
42775	90
177523	90
211460	90
229373	90
216009	90
85536	90
195555	70
204954	90
264522	70
243427	90
191275	90
89954	90
161843	90
22679	90
207587	70
227347	90
256885	90
116551	90
66408	90
131658	90
151876	70
93861	90
201464	90
148034	90
219095	90
293678	90
111692	90
268806	50
281763	90
282782	90
65975	90
199199	90
129181	90
294916	90
79563	70
29963	90
113316	90
233107	50
57481	90
19333	90
235849	90
14091	70
36745	90
134422	90
137243	90
1158	70
7180	90
276848	70
65452	90
68080	90
142277	90
60638	90
143802	90
248692	90
211972	70
158770	90
144693	90
209757	90
66582	70
72470	90
146144	90
101276	70
169580	90
266782	90
40857	90
98187	90
223542	90
18067	90
13776	70
194633	90
70637	90
173320	90
54924	90
74235	90
55166	90
26588	90
108791	90
290555	90
11387	90
9636	90
288879	50
275708	90
1675	90
244670	90
181408	90
85028	70
105070	90
189522	90
294545	90
146661	90
84531	90
62301	90
9617	90
21102	90
128363	90
58294	90
204729	90
231726	90
117449	90
178910	90
247955	90
223191	90
92591	90
175651	90
162690	90
73637	90
100608	90
192891	90
196574	90
123687	90
220966	90
73203	90
54788	70
106602	90
108397	90
157508	90
8851	90
48448	90
145293	90
187120	90
64575	90
198043	90
14708	90
60287	90
143297	90
178022	90
23501	90
37686	90
181688	90
217911	50
11883	90
27929	90
197270	90
55513	90
89740	90
111621	90
103189	90
198105	90
290959	90
209994	70
287553	90
20097	90
87857	90
130575	90
143565	90
168787	90
276120	90
23883	90
184731	90
293119	90
80992	90
84347	90
111561	90
236260	90
229434	50
155906	90
100930	90
91665	90
109640	90
83078	90
39456	90
106344	90
10836	90
78242	90
249082	90
291671	90
92783	90
289904	90
27339	90
92035	90
124029	90
164475	90
246878	90
111813	90
89046	90
130543	90
146950	90
177518	90
17484	90
42024	90
125200	90
129540	90
5136	90
137585	90
144218	90
244535	90
76816	90
222223	90
273552	90
121585	90
260057	90
92127	90
185316	90
173400	90
2041	90
179139	90
15726	90
44080	90
143083	90
263027	90
19932	90
87230	90
216577	90
90106	90
259523	90
286387	90
273787	90
114634	90
167221	90
181266	90
268681	90
4216	90
90790	90
86584	90
209519	90
3483	90
107330	90
28493	90
280878	90
166208	90
266213	90
216176	90
154692	90
184977	90
188618	90
209776	90
245300	90
207739	90
258395	90
9650	90
140924	90
44675	90
202938	90
190812	90
232742	90
254465	90
15265	90
273267	90
97913	90
51750	90
166241	90
102876	90
207784	50
104121	90
183612	90
231534	90
42333	90
113759	90
124897	90
221814	90
236961	90
71024	90
141215	90
159213	90
192036	90
259679	90
220518	90
179327	90
90184	90
171217	90
155153	90
22783	90
49167	90
55047	90
95067	90
95625	90
123788	90
199708	90
200250	90
220013	90
139519	90
71170	90
91992	90
122003	90
269120	90
281874	90
243797	90
118296	90
262140	90
257267	90
58433	90
201671	90
28457	90
114659	90
172223	90
202915	90
172621	90
273001	90
206490	90
273627	90
102869	90
129684	90
59163	90
89795	90
7730	90
235179	90
268664	90
34967	90
115198	90
240891	90
129224	90
3651	90
237483	90
204679	90
11786	90
88725	90
153051	70
277060	90
133704	70
173007	90
81058	90
48288	90
143098	90
32755	90
109393	90
283967	90
284479	90
5844	90
225426	90
276222	90
60011	90
146575	90
218326	90
242079	90
59211	90
263958	90
251048	90
19412	90
199905	90
211082	90
221018	90
232168	90
281374	90
26192	90
69170	90
293606	90
295176	70
196987	90
111243	90
140012	90
120185	90
266657	90
151268	90
226675	90
229253	90
228016	90
62076	90
191403	90
197512	90
221643	90
264573	90
44794	90
118736	90
187050	90
44380	90
76306	90
55747	90
206527	90
245368	90
19963	90
122380	90
56111	90
147661	90
290850	90
120232	90
247862	90
102258	90
12836	90
127205	90
170317	90
129903	90
157925	90
187940	90
258565	90
223414	90
233869	90
3916	90
250433	90
146678	90
283425	90
122086	90
204000	90
163853	90
198291	90
199204	90
147043	90
107230	90
144802	90
202760	90
219571	90
147382	90
112200	70
24408	90
226430	90
289764	90
36236	90
87336	90
203327	90
202447	90
21536	90
260266	90
1826	90
207322	90
168704	90
205119	90
233462	90
249929	90
162503	90
277235	90
155107	90
214674	90
207830	90
54242	90
250464	90
258829	90
193350	90
65660	90
268579	90
182135	90
225254	90
111844	90
107935	90
182318	90
254873	90
85164	90
127140	90
185330	90
778	0
152906	0
180964	0
11017	0
27129	0
23796	90
26094	90
174226	90
265347	90
12489	90
2740	90
283313	90
105524	90
239074	90
165136	90
149019	90
13502	90
105518	90
248822	90
1108	90
6502	90
61949	90
295002	90
291568	90
54017	90
105290	90
61857	90
68676	90
116698	90
264988	90
164214	0
80524	70
90424	90
62218	90
211648	90
233697	90
280954	50
72641	0
105365	30
222236	0
25875	0
37896	30
62335	0
113376	0
151565	50
151712	50
178205	0
247247	50
48800	0
65657	90
146306	0
150582	70
110438	0
152427	30
170396	50
191898	50
202309	0
203553	0
204824	70
250159	30
4405	0
26581	50
50766	50
77880	0
122694	30
281022	0
5232	0
17136	30
48050	0
59956	0
109987	0
130069	0
130264	70
149094	0
153166	0
174118	0
208084	70
18131	0
18727	0
22474	0
59783	30
107787	90
119678	0
160961	0
189015	0
246742	0
252460	0
270867	0
66676	50
149499	0
175309	0
179453	0
193575	0
194079	70
245257	0
284663	0
11609	70
82110	0
82119	0
98399	0
116464	0
131504	0
134869	0
158654	0
164282	50
251690	0
262382	0
67648	0
104931	0
108520	30
169864	0
191690	50
217175	0
225171	0
272345	0
281785	0
28341	0
122752	0
138686	0
152210	0
179138	0
196404	0
240710	70
241063	0
241998	0
263065	0
9295	0
146627	0
166175	0
185679	0
271102	0
273993	0
45678	0
115379	0
117273	0
119056	0
133544	0
235701	0
238561	0
246918	50
262829	50
276757	0
287719	0
87781	0
107918	0
121019	0
171049	50
194632	0
211476	70
288626	0
1238	0
24599	70
63881	0
98870	0
168504	50
171125	0
221102	0
228477	0
230727	50
32655	0
111795	70
113291	50
167111	0
209385	0
211620	0
225001	0
1348	0
11323	0
23746	0
41589	70
56238	0
98599	0
113049	0
127319	0
131210	0
201286	0
289845	70
294426	0
144998	0
182405	0
200480	0
226862	0
247031	50
247549	50
830	0
81199	0
135958	50
256355	50
44367	0
81524	0
82572	0
103916	0
110387	0
178617	0
193921	0
196379	0
222269	0
138023	0
189708	0
200423	70
280596	0
281246	90
91211	50
161435	0
217654	0
227042	0
237775	0
255700	0
266954	0
21630	0
185618	0
190543	30
219964	0
270238	30
278921	70
6821	0
7855	0
8121	70
17037	0
92887	0
102851	50
121005	0
212635	0
271604	0
285200	0
288933	0
7680	0
37181	0
96104	0
100340	0
119283	0
154372	0
175065	0
179174	0
182802	0
237387	0
278226	0
289836	0
9026	0
25563	0
54087	0
70443	0
108516	0
143736	0
154549	0
224799	0
258844	0
278842	0
101292	0
140232	0
187044	0
207090	0
239881	0
243368	0
251618	0
252222	0
282239	0
290881	0
162485	50
91974	0
234447	90
72687	0
82826	0
114091	0
279579	50
69971	0
87419	0
88902	0
101146	30
179114	0
246759	50
250185	0
262577	0
266733	0
3551	0
10913	50
53556	0
213553	0
230792	0
1488	0
34582	30
67757	70
79674	0
90318	0
100427	0
134409	0
138950	30
203007	0
222516	0
269082	0
2176	0
44040	0
231863	0
65286	30
25596	0
30038	0
39500	0
40062	0
53823	0
73138	0
138582	0
217247	50
243651	30
254739	0
22347	0
53617	0
125980	0
139362	0
174174	0
175827	0
206086	0
282024	0
70512	0
102796	0
114128	0
115934	0
124491	0
128544	0
154213	0
199580	0
217274	0
247472	0
13238	0
42039	0
145069	0
169833	50
197880	0
204458	0
207876	0
218424	0
231771	0
236539	0
237737	0
261874	0
11203	0
35911	0
61679	0
71518	30
132068	0
133250	0
161313	0
161645	0
194435	0
249690	0
53445	0
254334	50
57995	0
86435	0
95144	0
99426	0
182373	0
186855	0
222372	0
238709	0
252872	0
256367	0
258464	0
282118	0
222730	50
55417	70
73723	90
77556	90
184160	90
103637	70
266966	70
47543	90
187065	90
34029	30
75421	0
122906	0
287528	0
268986	90
25600	90
85650	0
87833	0
102597	0
277215	0
74005	0
151257	0
164679	0
16374	0
105373	0
257658	0
50106	0
124134	0
232078	90
2544	0
270715	70
145039	0
147426	0
158118	0
227547	0
66970	0
165613	0
48172	0
92498	0
105135	0
164642	0
249701	0
285087	0
292341	0
117528	0
213710	70
145979	0
98855	0
8192	0
14595	0
216765	0
262943	0
268615	0
23615	0
118104	0
138897	0
222210	0
260709	0
54239	0
87125	0
116078	0
117587	70
9639	90
109362	90
200169	0
251868	0
44472	0
88175	0
153417	0
216231	0
246231	0
45148	0
102475	0
140554	0
166592	0
257353	0
20278	0
82816	0
127303	0
152756	0
257638	0
99018	0
138971	0
151951	0
228529	0
230553	0
179559	70
57386	0
184979	90
28166	0
85610	0
94019	0
139094	0
178005	0
198589	0
245097	0
24125	50
85542	0
246809	70
128494	90
282582	90
86639	0
138336	0
183776	0
250372	0
278966	0
24156	0
204180	0
31763	0
94465	0
109995	0
151194	0
174505	0
71510	70
96509	90
169904	0
173690	0
132285	70
270986	0
51401	0
69199	90
62382	90
211360	0
238054	0
252228	90
50900	90
73704	0
126015	0
151447	0
225105	90
189924	70
155544	90
49609	90
143881	90
69261	90
91279	90
166193	90
112869	90
230393	90
92062	90
227504	90
74714	90
66637	90
185423	90
153551	90
123677	90
287908	90
122769	70
36734	70
113812	90
256172	90
135799	90
218592	90
4101	90
166633	90
81361	90
136275	90
9481	0
94001	0
240074	0
241553	0
247092	0
27895	90
236272	90
76992	0
120535	0
283612	0
117345	90
109754	90
159942	90
126539	70
108120	70
87660	70
115550	90
180932	90
79309	90
187348	70
214897	70
116055	70
107263	90
244372	90
50889	90
105180	70
143293	90
15758	90
278426	90
78627	90
120504	90
34503	90
43738	90
53560	90
55810	90
16528	50
247052	50
29679	0
150337	30
198354	0
269391	0
13428	30
134468	0
223811	0
264724	0
34397	0
151230	0
176321	0
180868	0
47946	90
180876	90
263442	50
252334	90
66783	30
119928	50
143989	0
153947	0
231352	0
45420	30
24480	30
179542	30
5196	30
196522	30
215594	0
134542	0
232926	0
200777	30
150250	30
249947	70
258593	30
21015	70
227988	30
102318	30
114541	30
224041	30
262710	70
290629	90
242704	90
264238	90
69394	90
251337	90
102204	90
75260	90
239290	90
6226	0
261301	0
9428	30
74399	50
69447	90
131554	90
105882	50
45043	0
53553	30
104295	0
138152	30
188567	0
173353	90
44147	50
99909	90
110385	90
289082	90
128359	90
187099	0
196392	0
216799	0
7899	0
39427	0
82316	0
93914	0
96278	0
120618	0
134606	0
171148	0
266337	0
2488	0
3705	0
25900	0
36461	0
55082	0
70391	0
82781	0
112729	0
127151	0
137566	0
242999	0
256310	0
263914	0
24389	0
58658	0
64811	0
91893	0
133015	0
177990	0
178994	0
185511	0
198937	0
279988	0
289463	0
17875	0
51384	0
80716	0
84614	0
91223	0
119167	0
137653	0
156384	0
171914	0
195282	0
197769	0
215404	0
227766	0
233740	0
236903	50
277972	0
1997	0
24675	0
35959	0
47482	0
112039	0
121800	0
185075	0
201811	0
229946	0
245398	0
270560	0
11828	0
133723	0
137489	0
148535	0
153071	0
165601	0
182570	0
207531	0
254836	0
279641	0
288449	0
293298	0
19885	0
52112	0
76575	30
141789	0
190771	50
209791	0
216612	0
251727	0
265177	0
278735	0
11089	0
57037	50
74188	0
78758	50
196716	0
201997	0
270655	0
274069	0
275702	0
42009	0
43801	0
51596	0
109629	0
126903	0
136127	0
137474	50
153806	0
173973	0
205242	0
210302	0
272438	0
64767	0
69808	0
156644	0
175417	0
189934	0
218450	50
237056	0
270804	0
274785	90
293163	0
146806	0
158963	0
188870	0
215739	0
219573	0
229906	0
233620	0
258210	0
122222	0
129593	0
131340	0
181760	0
69963	0
75748	0
93966	0
132337	0
140182	0
140509	50
152062	0
152720	0
182078	0
184503	0
228677	0
249607	0
263882	0
292244	0
36304	0
44090	0
63797	0
108373	0
132751	0
144863	0
151233	0
161583	0
197314	0
201697	0
202697	0
211783	50
220214	0
2801	0
16416	50
64674	0
97152	0
270249	0
291183	50
18026	0
50415	0
68792	0
72789	0
95736	0
100169	0
113264	0
169510	0
172483	0
181056	50
226016	0
248025	0
258191	0
8205	0
10427	0
43023	0
60451	0
65575	0
84339	0
97290	0
136385	0
185014	0
216527	0
219046	0
234119	0
251743	0
271837	0
274288	0
281667	0
920	0
19744	0
42125	0
50830	0
59734	0
69535	0
81811	0
146942	0
196341	0
204644	0
245827	0
256256	0
278630	0
544	0
34662	0
34838	0
48893	0
81142	0
104227	0
118568	0
126499	0
171613	0
175347	0
177376	0
181225	0
204713	0
216771	0
223797	0
230095	0
237647	0
284511	0
287620	0
10375	0
39627	0
46240	70
47944	0
88529	0
99775	0
100227	0
176814	0
182287	0
222007	0
225069	0
259959	0
262959	0
268464	0
65622	0
112832	0
123086	0
143059	0
159462	50
177002	0
179249	0
246953	0
251578	0
62346	0
140061	50
142845	0
145475	0
163592	30
221513	0
226998	70
235720	0
286638	0
287711	0
43900	0
133210	0
265454	0
25213	0
59407	30
160475	0
163249	50
173524	0
196564	0
243397	0
254031	0
275347	50
275908	0
292953	0
295088	30
60663	0
155767	0
161681	0
201347	0
2972	0
36899	0
58381	30
120641	0
133835	50
147621	0
177234	0
197362	0
261571	0
273176	0
290838	0
11207	0
30445	0
92245	0
138869	0
139383	0
239640	0
250370	0
256380	0
276547	0
1349	0
73250	0
75966	30
89428	0
107804	0
122972	0
165255	0
259607	70
8653	0
18168	30
32742	0
36121	30
59444	0
73834	0
119655	0
163551	0
223989	0
250323	0
30714	0
51023	0
62447	0
104230	0
156698	0
162365	0
191103	0
221670	0
222066	0
285819	0
286856	0
291368	0
792	0
79693	0
113720	30
165065	0
165657	0
214762	0
51462	90
54819	90
152057	90
179273	30
78822	90
129711	90
290148	90
113437	90
277304	30
37852	30
242044	90
180956	90
41889	90
116516	90
72326	90
83068	30
260001	30
103669	30
178596	90
43031	90
204791	90
9955	90
216482	90
49236	90
227611	90
95776	90
216006	90
185970	30
40263	30
182472	90
288682	70
146031	70
15676	70
52557	30
89474	30
215945	70
295323	70
105102	90
170565	90
233662	90
97599	90
220320	90
205767	90
271906	70
193389	90
203821	70
30414	90
130981	90
95750	50
264642	50
112515	90
223243	90
293971	90
151503	90
47140	70
114700	70
192227	90
6443	90
168065	90
191364	50
2142	50
32841	90
46347	50
93257	0
220259	70
25820	70
252711	90
116622	70
161678	70
235930	90
47788	30
192476	70
238939	90
264582	50
36344	0
107132	0
149749	0
183466	70
6756	0
8713	0
19753	0
22379	0
57989	0
83799	0
87506	0
100355	50
123511	0
135892	0
177195	0
201377	0
282149	0
3091	0
4878	30
11326	30
127541	30
163077	0
207679	0
258848	0
263644	30
263815	0
267956	0
275110	0
275420	0
24208	0
68356	0
76672	0
88548	0
128993	0
151848	0
171390	30
174646	90
88336	90
189079	90
217901	90
83537	0
225414	0
62478	90
39035	30
280872	90
191671	90
65119	90
137302	90
164549	50
275973	90
3537	90
170178	50
286420	90
245667	50
17880	90
46238	90
167567	90
49155	70
65368	90
108217	90
209561	90
66634	90
154204	70
198231	90
164483	90
238563	90
282868	90
219708	90
124864	0
219455	90
286575	0
45715	90
175992	90
59336	90
105927	30
183593	30
222139	50
183519	90
262670	90
39060	90
144615	90
66604	90
155477	50
203706	30
105853	90
174620	90
1656	90
121744	90
126293	30
238970	30
46229	50
185946	70
113374	90
289302	90
116229	90
272242	50
13907	50
159168	90
100272	50
127184	90
79649	50
245970	90
43099	50
161581	30
33686	30
117186	30
19492	30
258283	70
265940	30
106725	30
124588	30
49716	90
106823	90
124466	90
280801	90
23093	30
265924	90
6098	90
122155	90
190414	50
262329	90
120299	90
170120	70
78620	50
254463	90
252874	90
255715	90
76123	70
231319	50
11728	90
24846	90
120945	90
129976	90
193529	90
274021	30
152576	30
244557	90
283257	90
48347	30
241049	50
239560	90
256377	90
47902	90
267534	90
68967	90
188819	90
4651	90
215090	0
151118	90
295838	50
226973	70
130252	50
201152	50
187730	50
45025	50
164498	70
231128	0
75017	0
